Date,High,Low,Open,Close,Volume,Adj Close
2018-05-29,24635.1796875,24247.83984375,24606.58984375,24361.44921875,3958100.0,24361.44921875
2018-05-30,24714.48046875,24459.08984375,24467.830078125,24667.779296875,3248700.0,24667.779296875
2018-05-31,24620.7890625,24352.150390625,24620.7890625,24415.83984375,4297400.0,24415.83984375
2018-06-01,24673.599609375,24542.08984375,24542.08984375,24635.2109375,3157100.0,24635.2109375
2018-06-04,24859.369140625,24722.140625,24727.55078125,24813.689453125,3404000.0,24813.689453125
2018-06-05,24838.779296875,24710.8203125,24820.119140625,24799.98046875,3063400.0,24799.98046875
2018-06-06,25146.4609375,24854.140625,24854.140625,25146.390625,3160900.0,25146.390625
2018-06-07,25326.08984375,25164.48046875,25192.140625,25241.41015625,3576800.0,25241.41015625
2018-06-08,25325.630859375,25165.69921875,25209.2890625,25316.529296875,3175100.0,25316.529296875
2018-06-11,25402.830078125,25290.19921875,25336.669921875,25322.310546875,2767400.0,25322.310546875
2018-06-12,25364.369140625,25247.0390625,25346.8203125,25320.73046875,2657500.0,25320.73046875
2018-06-13,25362.0703125,25191.419921875,25328.650390625,25201.19921875,3297000.0,25201.19921875
2018-06-14,25332.5,25138.599609375,25254.650390625,25175.310546875,3411700.0,25175.310546875
2018-06-15,25130.8203125,24894.380859375,25116.7109375,25090.48046875,6593700.0,25090.48046875
2018-06-18,25003.099609375,24825.76953125,24944.279296875,24987.470703125,3370700.0,24987.470703125
2018-06-19,24763.58984375,24567.75,24763.58984375,24700.2109375,3763800.0,24700.2109375
2018-06-20,24804.759765625,24628.390625,24771.169921875,24657.80078125,3595200.0,24657.80078125
2018-06-21,24639.2109375,24406.630859375,24639.2109375,24461.69921875,3495700.0,24461.69921875
2018-06-22,24663.1796875,24526.970703125,24526.970703125,24580.890625,4739700.0,24580.890625
2018-06-25,24463.73046875,24084.390625,24463.73046875,24252.80078125,4391300.0,24252.80078125
2018-06-26,24384.2109375,24241.220703125,24281.890625,24283.109375,3011300.0,24283.109375
2018-06-27,24569.01953125,24115.8203125,24303.109375,24117.58984375,3137900.0,24117.58984375
2018-06-28,24308.16015625,23997.2109375,24064.189453125,24216.05078125,3050200.0,24216.05078125
2018-06-29,24509.51953125,24269.7109375,24323.9296875,24271.41015625,3290700.0,24271.41015625
2018-07-02,24319.419921875,24077.560546875,24161.529296875,24307.1796875,2441100.0,24307.1796875
2018-07-03,24444.880859375,24150.849609375,24359.390625,24174.8203125,1609600.0,24174.8203125
2018-07-05,24372.80078125,24177.439453125,24285.8203125,24356.740234375,2376700.0,24356.740234375
2018-07-06,24520.2890625,24281.470703125,24352.470703125,24456.48046875,2194500.0,24456.48046875
2018-07-09,24796.51953125,24518.4296875,24519.19921875,24776.58984375,2405800.0,24776.58984375
2018-07-10,24945.380859375,24806.970703125,24806.970703125,24919.66015625,2350400.0,24919.66015625
2018-07-11,24815.16015625,24663.8203125,24789.48046875,24700.44921875,2373700.0,24700.44921875
2018-07-12,24939.970703125,24802.900390625,24802.900390625,24924.890625,2331500.0,24924.890625
2018-07-13,25043.2109375,24890.060546875,24926.0703125,25019.41015625,2555200.0,25019.41015625
2018-07-16,25072.41015625,24979.640625,25025.580078125,25064.359375,2312700.0,25064.359375
2018-07-17,25155.390625,24989.609375,25033.919921875,25119.890625,2504500.0,25119.890625
2018-07-18,25215.3203125,25101.119140625,25133.7890625,25199.2890625,2528700.0,25199.2890625
2018-07-19,25154.169921875,25052.619140625,25139.150390625,25064.5,2857600.0,25064.5
2018-07-20,25124.099609375,24986.349609375,25041.140625,25058.119140625,2740800.0,25058.119140625
2018-07-23,25081.44921875,24983.330078125,25036.900390625,25044.2890625,2288200.0,25044.2890625
2018-07-24,25286.619140625,25092.4296875,25092.4296875,25241.939453125,2749400.0,25241.939453125
2018-07-25,25432.869140625,25113.55078125,25183.69921875,25414.099609375,2736700.0,25414.099609375
2018-07-26,25587.240234375,25463.16015625,25468.55078125,25527.0703125,2975300.0,25527.0703125
2018-07-27,25580.220703125,25370.0703125,25520.51953125,25451.060546875,3296800.0,25451.060546875
2018-07-30,25500.16015625,25287.380859375,25439.3203125,25306.830078125,2968800.0,25306.830078125
2018-07-31,25490.98046875,25345.2109375,25345.2109375,25415.189453125,3487000.0,25415.189453125
2018-08-01,25488.80078125,25278.3203125,25461.630859375,25333.8203125,3158800.0,25333.8203125
2018-08-02,25360.48046875,25120.0703125,25256.44921875,25326.16015625,3077000.0,25326.16015625
2018-08-03,25467.900390625,25325.169921875,25360.369140625,25462.580078125,2390200.0,25462.580078125
2018-08-06,25540.01953125,25381.380859375,25437.4296875,25502.1796875,2389900.0,25502.1796875
2018-08-07,25692.720703125,25551.650390625,25551.650390625,25628.91015625,2399100.0,25628.91015625
2018-08-08,25634.109375,25557.48046875,25615.720703125,25583.75,2177700.0,25583.75
2018-08-09,25613.310546875,25492.689453125,25589.7890625,25509.23046875,2149700.0,25509.23046875
2018-08-10,25401.189453125,25222.880859375,25401.189453125,25313.140625,2344800.0,25313.140625
2018-08-13,25381.390625,25153.9296875,25327.189453125,25187.69921875,2199900.0,25187.69921875
2018-08-14,25339.509765625,25201.869140625,25215.689453125,25299.919921875,2192100.0,25299.919921875
2018-08-15,25235.369140625,24965.76953125,25235.369140625,25162.41015625,2958100.0,25162.41015625
2018-08-16,25607.33984375,25294.970703125,25294.970703125,25558.73046875,3424300.0,25558.73046875
2018-08-17,25728.16015625,25521.66015625,25550.80078125,25669.3203125,2841600.0,25669.3203125
2018-08-20,25790.169921875,25716.41015625,25727.69921875,25758.689453125,2485700.0,25758.689453125
2018-08-21,25888.8203125,25784.900390625,25786.990234375,25822.2890625,2416200.0,25822.2890625
2018-08-22,25836.16015625,25722.4296875,25825.060546875,25733.599609375,2004800.0,25733.599609375
2018-08-23,25762.560546875,25608.01953125,25714.859375,25656.98046875,2132700.0,25656.98046875
2018-08-24,25826.05078125,25688.580078125,25688.580078125,25790.349609375,2003300.0,25790.349609375
2018-08-27,26067.5703125,25882.7109375,25882.7109375,26049.640625,2205100.0,26049.640625
2018-08-28,26122.240234375,26037.849609375,26092.69921875,26064.01953125,2114700.0,26064.01953125
2018-08-29,26167.939453125,26035.30078125,26082.529296875,26124.5703125,2149600.0,26124.5703125
2018-08-30,26104.369140625,25934.80078125,26099.009765625,25986.919921875,2404400.0,25986.919921875
2018-08-31,26028.830078125,25879.76953125,25964.849609375,25964.8203125,2734400.0,25964.8203125
2018-09-04,25971.76953125,25805.94921875,25916.0703125,25952.48046875,2546000.0,25952.48046875
2018-09-05,26011.220703125,25871.0390625,25919.83984375,25974.990234375,2892100.0,25974.990234375
2018-09-06,26073.6796875,25880.83984375,25973.01953125,25995.869140625,2623800.0,25995.869140625
2018-09-07,26002.990234375,25818.390625,25951.01953125,25916.5390625,2813500.0,25916.5390625
2018-09-10,26039.9609375,25854.130859375,25991.91015625,25857.0703125,2521700.0,25857.0703125
2018-09-11,26019.919921875,25754.3203125,25841.140625,25971.060546875,2659600.0,25971.060546875
2018-09-12,26145.720703125,25929.4296875,25989.0703125,25998.919921875,2827700.0,25998.919921875
2018-09-13,26191.640625,26067.080078125,26083.939453125,26145.990234375,2608000.0,26145.990234375
2018-09-14,26211.109375,26068.2890625,26169.560546875,26154.669921875,2286400.0,26154.669921875
2018-09-17,26184.470703125,26030.349609375,26151.66015625,26062.119140625,2302300.0,26062.119140625
2018-09-18,26317.33984375,26076.2109375,26076.2109375,26246.9609375,2430000.0,26246.9609375
2018-09-19,26464.41015625,26280.759765625,26287.83984375,26405.759765625,2513300.0,26405.759765625
2018-09-20,26697.490234375,26519.390625,26519.390625,26656.98046875,2604800.0,26656.98046875
2018-09-21,26769.16015625,26680.369140625,26726.25,26743.5,6576200.0,26743.5
2018-09-24,26709.939453125,26548.6796875,26705.25,26562.05078125,2548500.0,26562.05078125
2018-09-25,26634.849609375,26475.580078125,26601.580078125,26492.2109375,2341100.0,26492.2109375
2018-09-26,26606.08984375,26349.33984375,26536.859375,26385.279296875,2626200.0,26385.279296875
2018-09-27,26557.009765625,26379.94921875,26418.26953125,26439.9296875,2263500.0,26439.9296875
2018-09-28,26515.759765625,26383.5703125,26407.66015625,26458.310546875,2640300.0,26458.310546875
2018-10-01,26737.98046875,26596.05078125,26598.359375,26651.2109375,2383200.0,26651.2109375
2018-10-02,26824.779296875,26627.66015625,26648.91015625,26773.939453125,2582900.0,26773.939453125
2018-10-03,26951.810546875,26789.080078125,26833.470703125,26828.390625,2801300.0,26828.390625
2018-10-04,26793.8203125,26471.609375,26784.080078125,26627.48046875,2896000.0,26627.48046875
2018-10-05,26676.16015625,26301.810546875,26632.76953125,26447.05078125,2671000.0,26447.05078125
2018-10-08,26529.349609375,26223.08984375,26399.44921875,26486.779296875,2730200.0,26486.779296875
2018-10-09,26539.939453125,26324.16015625,26469.189453125,26430.5703125,2825600.0,26430.5703125
2018-10-10,26487.869140625,25567.099609375,26441.73046875,25598.740234375,4382000.0,25598.740234375
2018-10-11,25683.640625,24899.76953125,25518.390625,25052.830078125,5228800.0,25052.830078125
2018-10-12,25467.55078125,25000.830078125,25407.630859375,25339.990234375,3975100.0,25339.990234375
2018-10-15,25482.419921875,25243.880859375,25332.4609375,25250.55078125,2873200.0,25250.55078125
2018-10-16,25817.6796875,25351.529296875,25351.529296875,25798.419921875,3058000.0,25798.419921875
2018-10-17,25810.08984375,25479.16015625,25705.869140625,25706.6796875,2982100.0,25706.6796875
2018-10-18,25691.4609375,25236.009765625,25645.560546875,25379.44921875,3280200.0,25379.44921875
2018-10-19,25608.7109375,25350.01953125,25421.08984375,25444.33984375,3508100.0,25444.33984375
2018-10-22,25561.33984375,25236.05078125,25492.140625,25317.41015625,3149400.0,25317.41015625
2018-10-23,25307.69921875,24768.7890625,25038.4609375,25191.4296875,4364300.0,25191.4296875
2018-10-24,25306.23046875,24533.189453125,25172.880859375,24583.419921875,4964000.0,24583.419921875
2018-10-25,25104.2890625,24645.560546875,24736.5390625,24984.55078125,4396700.0,24984.55078125
2018-10-26,24916.16015625,24445.189453125,24770.25,24688.310546875,5053100.0,24688.310546875
2018-10-29,25040.580078125,24122.23046875,24818.98046875,24442.919921875,4438500.0,24442.919921875
2018-10-30,24906.6796875,24415.689453125,24482.0390625,24874.640625,4700500.0,24874.640625
2018-10-31,25336.55078125,25008.8203125,25008.8203125,25115.759765625,4489300.0,25115.759765625
2018-11-01,25396.470703125,25108.109375,25142.080078125,25380.740234375,3839700.0,25380.740234375
2018-11-02,25578.98046875,25078.720703125,25443.599609375,25270.830078125,4294800.0,25270.830078125
2018-11-05,25507.349609375,25261.470703125,25261.470703125,25461.69921875,3347400.0,25461.69921875
2018-11-06,25651.859375,25444.900390625,25452.830078125,25635.009765625,2654500.0,25635.009765625
2018-11-07,26200.140625,25765.880859375,25788.4609375,26180.30078125,3617800.0,26180.30078125
2018-11-08,26277.8203125,26081.900390625,26139.58984375,26191.220703125,2956500.0,26191.220703125
2018-11-09,26161.490234375,25882.91015625,26149.109375,25989.30078125,3244500.0,25989.30078125
2018-11-12,25966.7109375,25340.509765625,25959.330078125,25387.1796875,3469100.0,25387.1796875
2018-11-13,25511.029296875,25193.779296875,25321.2109375,25286.490234375,3396900.0,25286.490234375
2018-11-14,25501.2890625,24935.8203125,25388.080078125,25080.5,3842400.0,25080.5
2018-11-15,25354.560546875,24787.7890625,25061.48046875,25289.26953125,3927500.0,25289.26953125
2018-11-16,25510.23046875,25147.80078125,25242.349609375,25413.220703125,3544600.0,25413.220703125
2018-11-19,25392.609375,24900.98046875,25392.609375,25017.439453125,3580900.0,25017.439453125
2018-11-20,24707.259765625,24368.98046875,24618.6796875,24465.640625,4459200.0,24465.640625
2018-11-21,24669.7890625,24463.279296875,24541.650390625,24464.689453125,2893700.0,24464.689453125
2018-11-23,24408.80078125,24268.740234375,24336.400390625,24285.94921875,1559400.0,24285.94921875
2018-11-26,24673.2890625,24364.130859375,24364.130859375,24640.240234375,3062800.0,24640.240234375
2018-11-27,24750.73046875,24416.029296875,24557.01953125,24748.73046875,3082500.0,24748.73046875
2018-11-28,25368.9296875,24832.83984375,24832.83984375,25366.4296875,3621600.0,25366.4296875
2018-11-29,25479.0390625,25202.7890625,25343.650390625,25338.83984375,3051100.0,25338.83984375
2018-11-30,25549.7109375,25250.970703125,25307.140625,25538.4609375,4822500.0,25538.4609375
2018-12-03,25980.2109375,25670.509765625,25779.5703125,25826.4296875,3884800.0,25826.4296875
2018-12-04,25773.119140625,25008.109375,25752.560546875,25027.0703125,4189000.0,25027.0703125
2018-12-06,24951.009765625,24242.220703125,24737.419921875,24947.669921875,4716900.0,24947.669921875
2018-12-07,25095.619140625,24284.779296875,24918.8203125,24388.94921875,3982300.0,24388.94921875
2018-12-10,24500.810546875,23881.369140625,24360.94921875,24423.259765625,3896900.0,24423.259765625
2018-12-11,24791.259765625,24221.060546875,24719.91015625,24370.240234375,3429600.0,24370.240234375
2018-12-12,24828.2890625,24509.08984375,24509.08984375,24527.26953125,3443300.0,24527.26953125
2018-12-13,24740.9609375,24473.2890625,24575.859375,24597.380859375,2999700.0,24597.380859375
2018-12-14,24431.140625,24033.7890625,24408.0390625,24100.509765625,4169400.0,24100.509765625
2018-12-17,24088.080078125,23456.880859375,23986.830078125,23592.98046875,4667400.0,23592.98046875
2018-12-18,23927.76953125,23516.01953125,23769.130859375,23675.640625,4080700.0,23675.640625
2018-12-19,24057.33984375,23162.640625,23693.330078125,23323.66015625,5035500.0,23323.66015625
2018-12-20,23282.19921875,22644.310546875,23224.119140625,22859.599609375,5767000.0,22859.599609375
2018-12-21,23254.58984375,22396.33984375,22871.740234375,22445.369140625,9005100.0,22445.369140625
2018-12-24,22339.869140625,21792.19921875,22317.279296875,21792.19921875,3084200.0,21792.19921875
2018-12-26,22878.919921875,21712.529296875,21857.73046875,22878.44921875,4330800.0,22878.44921875
2018-12-27,23138.890625,22267.419921875,22629.060546875,23138.8203125,4079400.0,23138.8203125
2018-12-28,23381.880859375,22981.330078125,23213.609375,23062.400390625,3365100.0,23062.400390625
2018-12-31,23333.1796875,23118.30078125,23153.939453125,23327.4609375,2888300.0,23327.4609375
2019-01-02,23413.470703125,22928.58984375,23058.609375,23346.240234375,3215700.0,23346.240234375
2019-01-03,23176.390625,22638.41015625,23176.390625,22686.220703125,4242400.0,22686.220703125
2019-01-04,23518.640625,22894.919921875,22894.919921875,23433.16015625,3960200.0,23433.16015625
2019-01-07,23687.740234375,23301.58984375,23474.259765625,23531.349609375,3342000.0,23531.349609375
2019-01-08,23864.650390625,23581.44921875,23680.3203125,23787.44921875,3174200.0,23787.44921875
2019-01-09,24084.7109375,23703.16015625,23844.26953125,23879.119140625,3245700.0,23879.119140625
2019-01-10,24014.779296875,23703.25,23811.109375,24001.919921875,3381500.0,24001.919921875
2019-01-11,23996.3203125,23798.16015625,23940.009765625,23995.94921875,2626500.0,23995.94921875
2019-01-14,23964.900390625,23765.240234375,23880.529296875,23909.83984375,2775600.0,23909.83984375
2019-01-15,24099.140625,23887.9296875,23914.109375,24065.58984375,2915700.0,24065.58984375
2019-01-16,24288.609375,24119.720703125,24139.91015625,24207.16015625,3028300.0,24207.16015625
2019-01-17,24474.4609375,24088.900390625,24147.08984375,24370.099609375,2885900.0,24370.099609375
2019-01-18,24750.220703125,24459.029296875,24534.189453125,24706.349609375,3729700.0,24706.349609375
2019-01-22,24607.759765625,24244.310546875,24607.759765625,24404.48046875,3384800.0,24404.48046875
2019-01-23,24700.98046875,24307.169921875,24577.25,24575.619140625,3186000.0,24575.619140625
2019-01-24,24626.30078125,24422.73046875,24579.9609375,24553.240234375,3201700.0,24553.240234375
2019-01-25,24860.150390625,24676.75,24687.2109375,24737.19921875,3768900.0,24737.19921875
2019-01-28,24596.98046875,24323.939453125,24596.98046875,24528.220703125,3471700.0,24528.220703125
2019-01-29,24674.869140625,24504.0390625,24519.619140625,24579.9609375,3308700.0,24579.9609375
2019-01-30,25109.619140625,24790.900390625,24826.51953125,25014.859375,3973300.0,25014.859375
2019-01-31,25049.619140625,24842.08984375,24954.48046875,24999.669921875,5073500.0,24999.669921875
